,BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,floor,area
1512,1.0,13500,600,Super Area,Bangalore,Semi-Furnished,Both,1.0,1,other
1513,2.0,13000,700,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,0,other
1514,1.0,15000,600,Super Area,Bangalore,Semi-Furnished,Bachelors,1.0,2,C V Raman Nagar
1515,2.0,15000,1400,Super Area,Bangalore,Furnished,Both,3.0,0,Ramamurthy Nagar
1516,1.0,7000,600,Super Area,Bangalore,Unfurnished,Both,1.0,0,other
1517,2.0,25000,770,Super Area,Bangalore,Furnished,Both,2.0,6,other
1518,2.0,17000,900,Carpet Area,Bangalore,Semi-Furnished,Family,2.0,1,other
1519,1.0,7500,500,Super Area,Bangalore,Furnished,Both,1.0,0,other
1520,2.0,15000,1100,Super Area,Bangalore,Unfurnished,Both,2.0,1,Nri Layout
1521,1.0,7500,500,Super Area,Bangalore,Semi-Furnished,Both,1.0,1,other
1522,3.0,25000,1260,Super Area,Bangalore,Furnished,Both,3.0,0,other
1523,3.0,54000,1750,Carpet Area,Bangalore,Semi-Furnished,Both,3.0,2,other
1524,1.0,14500,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1.0,1,Maruthi Sevanagar
1525,1.0,4500,450,Super Area,Bangalore,Semi-Furnished,Both,1.0,0,other
1526,2.0,10500,800,Super Area,Bangalore,Semi-Furnished,Both,1.0,3,Yelahanka New Town
1527,1.0,5500,400,Super Area,Bangalore,Unfurnished,Both,1.0,0,Hongasandra
1528,2.0,16000,600,Carpet Area,Bangalore,Unfurnished,Bachelors,2.0,1,other
1529,1.0,7000,400,Super Area,Bangalore,Unfurnished,Both,1.0,0,T Dasarahalli
1530,2.0,12500,900,Super Area,Bangalore,Furnished,Both,2.0,0,Ramamurthy Nagar
1531,2.0,10000,1200,Super Area,Bangalore,Semi-Furnished,Both,1.0,0,other
1532,2.0,18000,1045,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2.0,1,Maruthi Sevanagar
1533,3.0,28000,1021,Carpet Area,Bangalore,Furnished,Bachelors,3.0,6,other
1534,3.0,12000,1200,Super Area,Bangalore,Unfurnished,Both,2.0,0,other
1535,2.0,13000,1000,Carpet Area,Bangalore,Unfurnished,Both,1.0,1,Electronic City Phase 2
1536,2.0,50000,1280,Carpet Area,Bangalore,Furnished,Both,2.0,2,Hebbal
1537,1.0,7000,450,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,1,other
1538,2.0,30000,450,Super Area,Bangalore,Unfurnished,Both,2.0,2,other
1539,1.0,10000,600,Super Area,Bangalore,Semi-Furnished,Both,2.0,3,other
1540,2.0,15000,800,Super Area,Bangalore,Semi-Furnished,Both,2.0,2,other
1541,1.0,7500,500,Super Area,Bangalore,Unfurnished,Both,1.0,2,Basaveshwar Nagar
1542,3.0,45000,1680,Super Area,Bangalore,Semi-Furnished,Both,3.0,6,Jp Nagar Phase 7
1543,3.0,65000,2000,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3.0,6,Hebbal
1544,1.0,12000,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1.0,1,other
1545,1.0,7000,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1.0,2,Aecs Layout-Singasandra
1546,1.0,9000,800,Super Area,Bangalore,Unfurnished,Both,1.0,2,Mahadevapura
1547,2.0,23000,1100,Super Area,Bangalore,Semi-Furnished,Family,2.0,2,Banaswadi
1548,2.0,30000,1200,Super Area,Bangalore,Semi-Furnished,Both,2.0,3,other
1549,1.0,8000,500,Carpet Area,Bangalore,Unfurnished,Both,1.0,2,other
1550,2.0,16000,1155,Super Area,Bangalore,Semi-Furnished,Family,2.0,3,K R Puram
1551,1.0,7500,440,Super Area,Bangalore,Semi-Furnished,Both,1.0,3,Electronic City
1552,2.0,20000,1040,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,1,Sarjapur Road
1553,4.0,67500,2175,Carpet Area,Bangalore,Furnished,Bachelors,3.5,6,whitefield
1554,3.0,30000,1200,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,other
1555,3.0,20000,1600,Super Area,Bangalore,Semi-Furnished,Family,3.0,2,other
1556,4.0,67500,2175,Carpet Area,Bangalore,Unfurnished,Bachelors,3.5,6,Banashankari
1557,2.0,17000,1000,Super Area,Bangalore,Semi-Furnished,Both,2.0,2,other
1558,2.0,15000,1200,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,other
1559,1.0,6000,400,Super Area,Bangalore,Semi-Furnished,Both,1.0,4,Electronic City Phase 2
1560,2.0,16000,950,Carpet Area,Bangalore,Furnished,Both,3.0,1,Ramamurthy Nagar
1561,2.0,9500,530,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,1,Byatarayanapura
1562,1.0,8000,300,Carpet Area,Bangalore,Unfurnished,Both,1.0,0,other
1563,2.0,15000,1000,Super Area,Bangalore,Semi-Furnished,Both,2.0,0,other
1564,1.0,12000,450,Super Area,Bangalore,Unfurnished,Both,1.0,3,Btm Layout
1565,1.0,10000,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1.0,0,other
1566,2.0,16000,1100,Super Area,Bangalore,Unfurnished,Both,2.0,2,other
1567,1.0,11000,400,Super Area,Bangalore,Unfurnished,Both,1.0,1,other
1568,2.0,11000,700,Super Area,Bangalore,Unfurnished,Both,2.0,1,other
1569,2.0,20000,1105,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,Electronics City Phase 1
1570,3.0,24000,1430,Super Area,Bangalore,Semi-Furnished,Both,2.0,3,other
1571,2.0,14500,850,Super Area,Bangalore,Semi-Furnished,Both,2.0,2,K R Puram
1572,1.0,4000,650,Super Area,Bangalore,Unfurnished,Both,1.0,1,Byatarayanapura
1573,2.0,12000,1200,Super Area,Bangalore,Unfurnished,Both,2.0,0,other
1574,2.0,8500,600,Super Area,Bangalore,Unfurnished,Both,2.0,1,Vijayanagar
1575,1.0,9000,400,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,2,other
1576,4.0,67500,2175,Carpet Area,Bangalore,Furnished,Family,3.5,0,other
1577,2.0,10500,1100,Super Area,Bangalore,Semi-Furnished,Both,2.0,0,other
1578,2.0,12000,900,Super Area,Bangalore,Unfurnished,Bachelors,2.0,1,Electronic City Phase 2
1579,3.0,32000,1300,Super Area,Bangalore,Semi-Furnished,Both,2.0,2,other
1580,2.0,15000,1000,Super Area,Bangalore,Semi-Furnished,Both,3.0,0,other
1581,3.0,21000,1000,Carpet Area,Bangalore,Furnished,Both,3.0,1,other
1582,2.0,12000,900,Carpet Area,Bangalore,Unfurnished,Both,2.0,0,other
1583,1.0,7000,800,Carpet Area,Bangalore,Unfurnished,Both,1.0,1,other
1584,2.0,15000,750,Super Area,Bangalore,Unfurnished,Both,2.0,1,other
1585,2.0,11400,1100,Carpet Area,Bangalore,Unfurnished,Bachelors,2.0,2,other
1586,2.0,15000,1200,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,Jp Nagar Phase 1
1587,2.0,19000,1000,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,0,other
1588,2.0,27000,1000,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2.0,4,other
1589,3.0,48000,2000,Carpet Area,Bangalore,Semi-Furnished,Both,3.0,2,Frazer Town
1590,1.0,7000,550,Super Area,Bangalore,Semi-Furnished,Both,1.0,1,Chikkalasandra
1591,2.0,15000,1130,Super Area,Bangalore,Unfurnished,Family,2.0,0,whitefield
1592,2.0,10000,600,Super Area,Bangalore,Semi-Furnished,Both,2.0,0,Abbigere
1593,1.0,7000,100,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,1,Chikkabanavara
1594,2.0,9000,500,Super Area,Bangalore,Semi-Furnished,Both,1.0,2,other
1595,1.0,8000,600,Super Area,Bangalore,Unfurnished,Both,1.0,0,Rajajinagar
1596,2.0,35000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2.0,1,other
1597,2.0,16000,850,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,Bilekahalli
1598,1.0,4500,600,Super Area,Bangalore,Unfurnished,Both,1.0,1,other
1599,2.0,16000,600,Super Area,Bangalore,Unfurnished,Both,1.0,1,other
1600,2.0,10000,700,Super Area,Bangalore,Semi-Furnished,Both,1.0,1,other
1601,1.0,8000,400,Carpet Area,Bangalore,Unfurnished,Both,1.0,1,Hebbal
1602,1.0,6000,400,Super Area,Bangalore,Semi-Furnished,Both,1.0,3,other
1603,2.0,13000,1000,Carpet Area,Bangalore,Unfurnished,Both,2.0,1,Horamavu
1604,2.0,10000,1200,Super Area,Bangalore,Semi-Furnished,Both,2.0,0,K R Puram
1605,3.0,55000,1603,Carpet Area,Bangalore,Semi-Furnished,Both,3.0,6,other
1606,3.0,15000,1200,Super Area,Bangalore,Semi-Furnished,Family,3.0,0,other
1607,1.0,12000,420,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,2,Murugeshpalya
1608,2.0,9000,1200,Super Area,Bangalore,Semi-Furnished,Both,2.0,3,Gottigere
1609,3.0,36000,1771,Super Area,Bangalore,Semi-Furnished,Both,3.0,6,Gottigere
1610,3.0,37000,1200,Super Area,Bangalore,Semi-Furnished,Both,3.0,2,other
1611,2.0,6000,700,Super Area,Bangalore,Unfurnished,Both,1.0,1,other
1612,1.0,17000,610,Super Area,Bangalore,Semi-Furnished,Both,1.0,6,Jalahalli
1613,1.0,8000,800,Super Area,Bangalore,Unfurnished,Both,1.0,3,Dooravani Nagar
1614,1.0,7500,550,Super Area,Bangalore,Semi-Furnished,Both,1.0,2,other
1615,2.0,9500,750,Super Area,Bangalore,Semi-Furnished,Both,1.0,1,Ms Palya
1616,2.0,13500,700,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2.0,1,Mathikere
1617,1.0,9000,600,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,2,Ramamurthy Nagar
1618,1.0,7000,360,Super Area,Bangalore,Unfurnished,Both,1.0,0,J P Nagar
1619,2.0,12000,800,Super Area,Bangalore,Unfurnished,Both,2.0,2,Btm Layout Stage 2
1620,4.0,67500,2175,Carpet Area,Bangalore,Semi-Furnished,Both,3.5,6,other
1621,2.0,12000,1200,Super Area,Bangalore,Unfurnished,Both,2.0,1,Electronic City
1622,1.0,8500,480,Super Area,Bangalore,Furnished,Both,1.0,2,other
1623,2.0,18000,1000,Super Area,Bangalore,Semi-Furnished,Both,2.0,0,other
1624,1.0,11000,800,Super Area,Bangalore,Semi-Furnished,Family,1.0,0,other
1625,3.0,18000,900,Super Area,Bangalore,Furnished,Both,2.0,2,Rajajinagar
1626,3.0,17000,1450,Super Area,Bangalore,Semi-Furnished,Both,3.0,0,Rayasandra
1627,1.0,6500,400,Super Area,Bangalore,Unfurnished,Both,1.0,0,Rajajinagar
1628,2.0,11500,700,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,other
1629,2.0,22000,1000,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,2,Banaswadi
1630,1.0,13000,450,Carpet Area,Bangalore,Furnished,Both,1.0,3,other
1631,3.0,20000,773,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2.0,2,Mysore Road
1632,2.0,10000,1200,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,Kengeri
1633,2.0,15000,1000,Super Area,Bangalore,Unfurnished,Both,2.0,2,other
1634,1.0,8000,150,Super Area,Bangalore,Unfurnished,Both,1.0,2,other
1635,2.0,12000,865,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,other
1636,1.0,20000,600,Super Area,Bangalore,Semi-Furnished,Both,1.0,1,Rayasandra
1637,2.0,20000,800,Super Area,Bangalore,Semi-Furnished,Both,1.0,2,Basavanagudi
1638,1.0,8000,200,Super Area,Bangalore,Semi-Furnished,Both,1.0,0,Old Airport Road
1639,1.0,11000,600,Carpet Area,Bangalore,Unfurnished,Bachelors,2.0,1,Hebbal
1640,3.0,40000,1840,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,5,Horamavu
1641,2.0,10000,800,Super Area,Bangalore,Semi-Furnished,Both,2.0,2,other
1642,3.0,30000,1600,Carpet Area,Bangalore,Semi-Furnished,Family,2.0,2,Hrbr Layout Block 2
1643,2.0,8000,600,Super Area,Bangalore,Unfurnished,Both,1.0,1,Electronic City
1644,2.0,15000,1100,Carpet Area,Bangalore,Unfurnished,Bachelors,2.0,3,other
1645,2.0,12000,950,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,Nri Layout
1646,2.0,12000,905,Super Area,Bangalore,Semi-Furnished,Family,2.0,3,Kanakapura Road
1647,3.0,20000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2.0,0,Ms Palya
1648,3.0,13000,1000,Super Area,Bangalore,Semi-Furnished,Both,1.0,1,K R Puram
1649,2.0,17500,1080,Super Area,Bangalore,Furnished,Both,2.0,1,Electronic City
1650,1.0,8000,600,Super Area,Bangalore,Semi-Furnished,Both,1.0,0,Kamala Nagar
1651,2.0,8500,1000,Super Area,Bangalore,Semi-Furnished,Both,2.0,0,other
1652,1.0,7500,600,Super Area,Bangalore,Semi-Furnished,Both,1.0,1,Bommanahalli
1653,2.0,22000,1100,Super Area,Bangalore,Semi-Furnished,Both,2.0,2,other
1654,1.0,6000,300,Super Area,Bangalore,Unfurnished,Both,1.0,0,Nagarbhavi
1655,2.0,32900,1200,Carpet Area,Bangalore,Furnished,Both,1.0,3,Marathahalli
1656,2.0,15000,800,Super Area,Bangalore,Furnished,Both,1.0,1,J P Nagar
1657,2.0,10000,535,Super Area,Bangalore,Unfurnished,Both,1.0,3,other
1658,2.0,10000,800,Super Area,Bangalore,Unfurnished,Both,2.0,1,other
1659,3.0,21000,1159,Super Area,Bangalore,Unfurnished,Both,2.0,4,Electronic City
1660,4.0,63000,2175,Carpet Area,Bangalore,Unfurnished,Bachelors,3.5,6,Kanakapura Road
1661,1.0,6900,50,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1.0,0,other
1662,2.0,14000,700,Super Area,Bangalore,Unfurnished,Both,1.0,2,Vijayanagar
1663,1.0,14500,550,Super Area,Bangalore,Semi-Furnished,Bachelors,1.0,4,Mahadevapura
1664,1.0,6500,700,Super Area,Bangalore,Semi-Furnished,Both,1.0,2,other
1665,2.0,13000,600,Super Area,Bangalore,Unfurnished,Both,2.0,1,other
1666,2.0,8000,600,Super Area,Bangalore,Semi-Furnished,Both,1.0,1,other
1667,2.0,18000,1000,Super Area,Bangalore,Semi-Furnished,Both,1.0,2,Hebbal Kempapura
1668,2.0,20000,1100,Super Area,Bangalore,Semi-Furnished,Both,3.0,2,Rajajinagar
1669,1.0,14000,750,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,3,Jp Nagar Phase 5
1670,4.0,50000,2175,Super Area,Bangalore,Furnished,Both,3.5,5,other
1671,2.0,14500,990,Super Area,Bangalore,Unfurnished,Both,2.0,1,other
1672,2.0,15000,1300,Super Area,Bangalore,Furnished,Both,2.0,0,other
1673,1.0,11500,550,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,2,Mahadevapura
1674,3.0,15000,1360,Super Area,Bangalore,Semi-Furnished,Both,2.0,5,other
1675,2.0,12000,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2.0,2,other
1676,2.0,18000,1200,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,0,Electronic City
1677,2.0,15000,1050,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,Electronic City
1678,2.0,12000,840,Super Area,Bangalore,Semi-Furnished,Both,2.0,2,other
1679,2.0,25000,1050,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,other
1680,3.0,67500,2175,Carpet Area,Bangalore,Furnished,Both,3.5,2,other
1681,1.0,10000,500,Super Area,Bangalore,Unfurnished,Both,1.0,2,other
1682,2.0,8000,900,Super Area,Bangalore,Semi-Furnished,Both,1.0,1,Gottigere
1683,2.0,40000,1300,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,2,Indira Nagar
1684,2.0,12000,600,Super Area,Bangalore,Unfurnished,Both,1.0,2,other
1685,2.0,16000,900,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,3,Kodi Halli
1686,2.0,23000,1100,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,2,Kodi Halli
1687,2.0,25000,1100,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,2,other
1688,1.0,7000,600,Super Area,Bangalore,Unfurnished,Both,1.0,2,other
1689,2.0,17500,1250,Carpet Area,Bangalore,Unfurnished,Bachelors,2.0,1,Yeshwantpur
1690,1.0,10000,415,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,3,other
1691,3.0,39000,1200,Super Area,Bangalore,Furnished,Both,3.0,1,Vidyaranyapura
1692,3.0,22000,1200,Carpet Area,Bangalore,Unfurnished,Bachelors,2.0,4,other
1693,2.0,18000,1000,Super Area,Bangalore,Semi-Furnished,Family,2.0,2,Gottigere
1694,2.0,23000,1300,Super Area,Bangalore,Furnished,Both,2.0,3,other
1695,2.0,20000,1150,Carpet Area,Bangalore,Unfurnished,Both,2.0,2,Jp Nagar Phase 5
1696,1.0,10000,450,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,3,other
1697,1.0,15000,600,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,5,Mahadevapura
1698,2.0,17000,1000,Super Area,Bangalore,Semi-Furnished,Both,2.0,3,Bommanahalli
1699,3.0,56000,1900,Carpet Area,Bangalore,Unfurnished,Bachelors,3.0,6,other
1700,3.0,43000,1700,Carpet Area,Bangalore,Semi-Furnished,Both,3.0,3,other
1701,2.0,25000,1100,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,2,other
1702,1.0,9000,500,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,1,other
1703,3.0,31000,1757,Super Area,Bangalore,Semi-Furnished,Both,3.0,6,Jalahalli
1704,1.0,6000,300,Super Area,Bangalore,Semi-Furnished,Both,1.0,0,other
1705,1.0,5000,500,Super Area,Bangalore,Semi-Furnished,Both,1.0,2,other
1706,2.0,16000,1200,Super Area,Bangalore,Unfurnished,Bachelors,2.0,0,other
1707,1.0,20000,800,Carpet Area,Bangalore,Semi-Furnished,Family,1.0,0,Koramangala
1708,3.0,28000,1281,Super Area,Bangalore,Semi-Furnished,Both,3.0,2,Banaswadi
1709,2.0,18000,1450,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,0,other
1710,1.0,12000,600,Super Area,Bangalore,Semi-Furnished,Bachelors,1.0,3,Basava Nagar
1711,2.0,20000,980,Super Area,Bangalore,Furnished,Family,2.0,3,Mathikere
1712,3.0,25000,1500,Super Area,Bangalore,Semi-Furnished,Bachelors,3.0,1,Kaggadasapura
1713,3.0,35000,1800,Super Area,Bangalore,Semi-Furnished,Both,3.0,1,whitefield
1714,1.0,7000,400,Super Area,Bangalore,Unfurnished,Both,1.0,1,C V Raman Nagar
1715,1.0,7500,600,Carpet Area,Bangalore,Unfurnished,Bachelors,1.0,0,other
1716,2.0,14000,1100,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,0,K R Puram
1717,2.0,20000,1100,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2.0,1,other
1718,4.0,67500,2175,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3.5,2,other
1719,2.0,21000,1100,Carpet Area,Bangalore,Unfurnished,Both,2.0,2,Murugeshpalya
1720,2.0,15000,700,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,Yeshwantpur
1721,1.0,5500,600,Carpet Area,Bangalore,Unfurnished,Bachelors,1.0,1,other
1722,2.0,10000,700,Super Area,Bangalore,Unfurnished,Both,2.0,1,Nri Layout
1723,1.0,7000,250,Super Area,Bangalore,Semi-Furnished,Both,1.0,1,other
1724,2.0,11500,1200,Super Area,Bangalore,Semi-Furnished,Both,1.0,2,Jp Nagar Phase 7
1725,3.0,22000,1450,Super Area,Bangalore,Semi-Furnished,Both,3.0,0,Bannerghatta Main Road
1726,2.0,19000,1221,Carpet Area,Bangalore,Unfurnished,Bachelors,2.0,2,other
1727,2.0,15000,1250,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,other
1728,2.0,10500,700,Carpet Area,Bangalore,Semi-Furnished,Family,1.0,0,other
1729,2.0,12000,700,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,1,other
1730,1.0,7000,200,Super Area,Bangalore,Semi-Furnished,Both,1.0,2,other
1731,2.0,15000,1200,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,0,other
1732,2.0,23000,600,Super Area,Bangalore,Semi-Furnished,Both,2.0,3,other
1733,1.0,6500,600,Super Area,Bangalore,Semi-Furnished,Both,1.0,3,Electronic City
1734,3.0,29000,1800,Carpet Area,Bangalore,Semi-Furnished,Both,3.0,3,Jp Nagar Phase 7
1735,2.0,12000,900,Carpet Area,Bangalore,Unfurnished,Both,2.0,0,other
1736,2.0,10000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors,2.0,2,Mathikere
1737,2.0,12500,500,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,1,other
1738,3.0,32000,1800,Super Area,Bangalore,Semi-Furnished,Both,3.0,1,other
1739,1.0,8000,416,Super Area,Bangalore,Unfurnished,Both,1.0,6,other
1740,2.0,10500,600,Super Area,Bangalore,Semi-Furnished,Both,1.0,3,other
1741,1.0,6000,400,Super Area,Bangalore,Unfurnished,Both,1.0,1,other
1742,3.0,16000,1200,Super Area,Bangalore,Semi-Furnished,Both,2.0,2,Uttarahalli
1743,3.0,45000,1600,Carpet Area,Bangalore,Semi-Furnished,Both,3.0,1,Malleshwaram
1744,1.0,6000,500,Super Area,Bangalore,Semi-Furnished,Both,1.0,0,other
1745,1.0,5000,500,Super Area,Bangalore,Semi-Furnished,Family,1.0,1,other
1746,3.0,14000,1800,Super Area,Bangalore,Semi-Furnished,Both,3.0,5,Yelahanka
1747,2.0,20000,900,Carpet Area,Bangalore,Furnished,Both,2.0,0,Electronic City
1748,1.0,11000,550,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,3,Jp Nagar Phase 7
1749,1.0,5500,600,Super Area,Bangalore,Unfurnished,Bachelors,1.0,1,other
1750,3.0,55000,1800,Carpet Area,Bangalore,Unfurnished,Bachelors,3.0,1,other
1751,2.0,15000,976,Super Area,Bangalore,Semi-Furnished,Both,1.0,1,other
1752,1.0,8500,350,Super Area,Bangalore,Semi-Furnished,Both,1.0,2,Bommanahalli
1753,2.0,15000,1100,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,0,Vidyaranyapura
1754,2.0,12000,500,Super Area,Bangalore,Unfurnished,Both,1.0,2,other
1755,1.0,7500,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1.0,3,Electronics City Phase 1
1756,2.0,16000,1100,Super Area,Bangalore,Semi-Furnished,Both,2.0,2,Bannerghatta Main Road
1757,2.0,20000,1150,Carpet Area,Bangalore,Furnished,Family,2.0,2,Hennur
1758,2.0,14500,850,Super Area,Bangalore,Semi-Furnished,Both,2.0,0,Basava Nagar
1759,1.0,6000,600,Super Area,Bangalore,Semi-Furnished,Both,1.0,2,other
1760,2.0,14000,900,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2.0,4,Kaggadasapura
1761,1.0,7000,300,Super Area,Bangalore,Semi-Furnished,Both,1.0,0,Kattigenahalli
1762,2.0,27500,1130,Super Area,Bangalore,Semi-Furnished,Both,2.0,2,Old Airport Road
1763,2.0,18000,1200,Super Area,Bangalore,Unfurnished,Both,2.0,0,Vijayanagar
1764,2.0,10000,1000,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,Varthur
1765,3.0,31000,1700,Super Area,Bangalore,Furnished,Family,3.0,6,Electronics City Phase 1
1766,2.0,15000,1100,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,2,Horamavu
1767,1.0,11000,300,Super Area,Bangalore,Semi-Furnished,Both,1.0,0,Btm Layout
1768,1.0,4500,600,Super Area,Bangalore,Unfurnished,Both,1.0,0,other
1769,1.0,10000,1000,Super Area,Bangalore,Semi-Furnished,Both,2.0,0,K R Puram
1770,2.0,10000,1200,Super Area,Bangalore,Unfurnished,Both,2.0,1,Ramamurthy Nagar
1771,1.0,9000,500,Super Area,Bangalore,Semi-Furnished,Both,1.0,0,Nandini Layout
1772,2.0,16000,1050,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,Basaveshwar Nagar
1773,1.0,5000,350,Carpet Area,Bangalore,Unfurnished,Both,1.0,2,other
1774,2.0,10000,1000,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,other
1775,1.0,15000,600,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,3,Mahadevapura
1776,1.0,3500,150,Super Area,Bangalore,Unfurnished,Both,1.0,2,Yeshwantpur
1777,2.0,16000,1400,Super Area,Bangalore,Furnished,Both,2.0,1,Hebbal
1778,2.0,17000,1387,Super Area,Bangalore,Semi-Furnished,Both,3.0,0,other
1779,3.0,30000,1350,Super Area,Bangalore,Furnished,Both,2.0,0,K R Puram
1780,2.0,12000,1020,Carpet Area,Bangalore,Unfurnished,Both,2.0,1,Electronic City
1781,1.0,9000,600,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,2,Byrathi
1782,1.0,6000,400,Super Area,Bangalore,Semi-Furnished,Both,1.0,3,other
1783,1.0,20000,550,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1.0,2,Mahadevapura
1784,3.0,30000,1400,Carpet Area,Bangalore,Furnished,Both,2.0,2,Btm Layout Stage 2
1785,2.0,20000,1050,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,5,other
1786,2.0,15000,800,Super Area,Bangalore,Unfurnished,Both,2.0,1,whitefield
1787,2.0,20000,1100,Super Area,Bangalore,Unfurnished,Both,2.0,1,Kodi Halli
1788,3.0,25000,1500,Super Area,Bangalore,Semi-Furnished,Both,2.0,0,Kammanahalli
1789,1.0,9000,800,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,2,other
1790,2.0,17000,800,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1.0,0,J P Nagar
1791,2.0,16500,1200,Super Area,Bangalore,Semi-Furnished,Both,2.0,2,Padmanabha Nagar
1792,1.0,7000,450,Super Area,Bangalore,Unfurnished,Both,1.0,2,Kattigenahalli
1793,3.0,30000,1425,Super Area,Bangalore,Semi-Furnished,Both,2.0,0,Electronic City Phase 2
1794,2.0,8500,720,Super Area,Bangalore,Semi-Furnished,Both,2.0,1,K R Puram
1795,1.0,8000,700,Carpet Area,Bangalore,Semi-Furnished,Both,1.0,2,other
1796,2.0,20000,1100,Super Area,Bangalore,Semi-Furnished,Both,2.0,2,other
1797,3.0,30000,1645,Carpet Area,Bangalore,Semi-Furnished,Both,3.0,6,Electronic City Phase 2
1798,3.0,67500,2175,Super Area,Bangalore,Semi-Furnished,Both,3.0,3,other
1799,1.0,7000,500,Super Area,Bangalore,Unfurnished,Both,1.0,2,other
1800,2.0,10000,600,Super Area,Bangalore,Furnished,Both,2.0,4,other
1801,1.0,5000,600,Super Area,Bangalore,Semi-Furnished,Both,1.0,1,other
1802,3.0,30000,1893,Super Area,Bangalore,Semi-Furnished,Bachelors,3.5,0,other
1803,1.0,6500,450,Super Area,Bangalore,Unfurnished,Bachelors,1.0,1,other
1804,1.0,10000,650,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1.0,4,Jp Nagar Phase 7
1805,1.0,18000,400,Carpet Area,Bangalore,Unfurnished,Bachelors,1.0,0,other
1806,2.0,30000,1296,Carpet Area,Bangalore,Semi-Furnished,Both,2.0,6,Kanakapura Road
1807,2.0,20000,1000,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2.0,4,Kaggadasapura
